,state,county,population,buildvalue,agrivalue,area,risk_score,risk_rating,risk_npctl,risk_spctl,resl_score,resl_ratng,resl_npctl,resl_spctl,resl_value,drgt_evnts,drgt_afreq,drgt_risks,hrcn_evnts,hrcn_afreq,hrcn_risks,storm_evnts,storm_afreq,storm_risks,full_state,revenue_per_person,state_funding
554,ID,Bear Lake,5986,727844000.0,36515000.0,975.7245244574104,5.555703070751585,Very Low,14.799490770210058,25.0,54.660602,Relatively Moderate,50.03182686187142,86.36363636363635,2.7330301,1197.0,65.37573888849018,9.531260804584862,0.0,0.0,0.0,218.0,8.074074074074074,5.55647415320625,Idaho,4074,24386964
555,ID,Benewah,9285,783114000.0,19111000.0,776.9196193251059,5.062576915473223,Very Low,11.171228516868236,15.909090909090908,50.3412,Relatively Low,6.938255887969447,15.909090909090908,2.51706,70.0,3.888888887999999,4.374287159910503,0.0,0.0,0.0,85.0,3.1481481481481484,5.416371227080107,Idaho,4074,37827090
556,ID,Bingham,45607,3423221000.0,453144000.0,2093.7016547251387,11.528897312941288,Relatively Low,69.66900063653723,84.0909090909091,54.598798,Relatively Moderate,49.45894334818586,84.0909090909091,2.7299399,1190.0,61.63447828540372,21.55330561392796,0.0,0.0,0.0,162.0,6.0,9.568270045178283,Idaho,4074,185802918
557,ID,Blaine,21376,3421360000.0,27152000.0,2641.514655770822,8.359955938091014,Relatively Low,42.998090388287714,54.54545454545455,50.4746,Relatively Low,7.511139401654996,18.181818181818183,2.52373,1351.0,65.20408254752142,8.708319370890267,0.0,0.0,0.0,130.0,4.814814814814815,8.528229433403292,Idaho,4074,87085824
558,ID,Boise,7028,947239000.0,2586000.0,1899.5470319652975,12.404185397319964,Relatively Low,74.47485677912158,95.45454545454544,49.6666,Very Low,4.392106938255888,11.363636363636363,2.48333,280.0,15.555555555000014,0.976092219526222,0.0,0.0,0.0,108.0,4.0,4.937227306382126,Idaho,4074,28632072
559,ID,Bonner,40877,4788271000.0,10196000.0,1734.9720857437385,7.076050422400005,Very Low,29.50350095480585,45.454545454545446,49.5964,Very Low,4.105665181413113,6.818181818181817,2.47982,385.0,13.575517892125406,4.106262381438176,0.0,0.0,0.0,112.0,4.148148148148148,9.646707043182186,Idaho,4074,166532898
560,ID,Bonneville,104234,11167681000.0,167862000.0,1866.1141760003268,9.061403044416489,Relatively Low,49.745385105028646,63.63636363636363,55.601802,Relatively High,62.73074474856779,97.72727272727272,2.7800901,1176.0,57.27037628797767,11.7237792692187,0.0,0.0,0.0,261.0,9.666666666666666,10.348699091829339,Idaho,4074,424649316
561,ID,Boundary,10972,966582000.0,30801000.0,1268.7233773728244,6.80985640341063,Very Low,26.543602800763843,38.63636363636363,51.208802000000006,Relatively Low,11.998726925525144,29.545454545454547,2.5604401,378.0,20.72272746073031,6.421756416444452,0.0,0.0,0.0,106.0,3.925925925925926,4.874774359865461,Idaho,4074,44699928
562,ID,Butte,2891,270085000.0,42179000.0,2231.9180753245046,5.051896764795838,Very Low,11.139401654996815,13.636363636363637,52.319002,Relatively Low,21.451304901336727,45.454545454545446,2.6159501,1400.0,77.77777777699998,11.299030886869382,0.0,0.0,0.0,136.0,5.037037037037037,4.089294749319173,Idaho,4074,11777934
563,ID,Camas,1117,154792000.0,24687000.0,1074.2384142360263,5.410817102052685,Very Low,13.335455124124762,18.181818181818183,51.3554,Relatively Low,13.239974538510502,31.818181818181817,2.56777,889.0,49.388888888,8.831167996161255,0.0,0.0,0.0,103.0,3.814814814814815,2.6147889677083844,Idaho,4074,4550658
564,ID,Canyon,188923,14826088000.0,574757000.0,587.0459955408461,9.891383826303237,Relatively Low,57.12921705919797,70.45454545454545,55.026202,Relatively Moderate,54.71037555697008,93.18181818181816,2.7513101,833.0,23.62591807246276,18.43161429071026,0.0,0.0,0.0,64.0,2.3703703703703702,16.39938772759326,Idaho,4074,769672302
565,ID,Caribou,6963,700218000.0,90320000.0,1764.2198114736232,4.689644941595601,Very Low,8.975175047740294,9.090909090909092,53.223,Relatively Moderate,31.79503500954805,68.18181818181817,2.66115,1169.0,62.31317602558864,9.228710386863314,0.0,0.0,0.0,281.0,10.407407407407407,4.039830944690751,Idaho,4074,28367262
566,ID,Cassia,22952,1833353000.0,926720000.0,2565.60894427778,12.332725582739196,Relatively Low,74.25206874602164,90.90909090909089,53.070998,Relatively Moderate,30.108211330362828,63.63636363636363,2.6535499,1078.0,58.22121547131256,26.583125676632065,0.0,0.0,0.0,201.0,7.444444444444445,8.270826098226834,Idaho,4074,93506448
567,ID,Clark,982,77748000.0,25861000.0,1763.3960396905031,10.437080253409375,Relatively Low,61.29853596435392,75.0,45.842,Very Low,0.63653723742839,2.272727272727273,2.2921,1498.0,83.22222222200011,22.17286231262276,0.0,0.0,0.0,173.0,6.407407407407407,6.086278227108355,Idaho,4074,4000668
568,ID,Clearwater,8761,892224000.0,7328000.0,2457.305563000108,7.779616070003905,Very Low,36.569064290260975,52.27272727272727,49.6002,Very Low,4.137492043284532,9.090909090909092,2.48001,399.0,21.35878899280036,2.8457334528687,0.0,0.0,0.0,100.0,3.7037037037037037,3.8847889786806644,Idaho,4074,35692314
569,ID,Custer,4368,610521000.0,36437000.0,4922.753134937152,5.441624145315302,Very Low,13.685550604710375,20.454545454545457,52.420002,Relatively Low,22.66072565245067,50.0,2.6210001,1302.0,72.333333333,7.245751554187383,0.0,0.0,0.0,152.0,5.62962962962963,4.48880016849431,Idaho,4074,17795232
570,ID,Elmore,27038,2380701000.0,429917000.0,3074.9955055510377,11.342041553469835,Relatively Low,68.23679185232336,79.54545454545455,52.497,Relatively Low,23.392743475493315,52.27272727272727,2.62485,1624.0,67.8210851543881,17.99376488660329,0.0,0.0,0.0,90.0,3.3333333333333335,7.299678472243633,Idaho,4074,110152812
571,ID,Franklin,12786,1068387000.0,82782000.0,663.014530462512,4.328457133481321,Very Low,7.033736473583704,4.545454545454546,54.336200000000005,Relatively Moderate,45.989815404201146,81.81818181818183,2.71681,1092.0,59.55735259811471,8.398823268440564,0.0,0.0,0.0,207.0,7.666666666666667,4.519140377695338,Idaho,4074,52090164
572,ID,Fremont,13242,1798036000.0,138212000.0,1863.9464928081748,7.4671543797695,Very Low,33.54551241247613,47.72727272727273,53.032198,Relatively Moderate,29.66263526416295,61.36363636363637,2.6516099,1365.0,70.41453429379683,11.915756406396502,0.0,0.0,0.0,192.0,7.111111111111111,6.594429558902535,Idaho,4074,53947908
573,ID,Gem,16719,1422801000.0,39182000.0,560.0973323167539,7.742092433011786,Very Low,36.18714194780394,50.0,54.194798000000006,Relatively Moderate,44.55760661998727,77.27272727272727,2.7097399,336.0,11.206429864192744,6.200722749350135,0.0,0.0,0.0,75.0,2.7777777777777777,8.037785201273564,Idaho,4074,68113206
574,ID,Gooding,15464,1169185000.0,783389000.0,729.301626074233,14.077479009428869,Relatively Moderate,81.28580521960535,100.0,50.865798,Relatively Low,9.866327180140038,25.0,2.5432899,1498.0,76.57503219254941,32.181532027334526,0.0,0.0,0.0,70.0,2.5925925925925926,6.367374607343207,Idaho,4074,63000336
575,ID,Idaho,16267,1571796000.0,43676000.0,8477.4867677929,12.310928141408796,Relatively Low,74.09293443666456,88.63636363636365,50.5684,Relatively Low,8.243157224697645,20.454545454545457,2.52842,532.0,24.35834604665288,4.87605824477681,0.0,0.0,0.0,132.0,4.888888888888889,7.00622628953117,Idaho,4074,66271758
576,ID,Jefferson,26140,1938951000.0,294557000.0,1093.6440845405775,6.243515088048028,Very Low,20.942075111394015,31.818181818181817,54.857998,Relatively Moderate,52.450668364099286,88.63636363636365,2.7428999,1253.0,67.27634198604066,12.070018868189146,0.0,0.0,0.0,131.0,4.851851851851852,4.646571908007894,Idaho,4074,106494360
577,ID,Jerome,22374,1599260000.0,639584000.0,597.4502204975062,12.378892133874704,Relatively Low,74.37937619350731,93.18181818181816,52.121602,Relatively Low,19.57352005092298,40.909090909090914,2.6060801,1456.0,75.24052281240985,28.50810641025105,0.0,0.0,0.0,84.0,3.111111111111111,6.617758944132347,Idaho,4074,91151676
578,ID,Kootenai,138494,14091006000.0,21521000.0,1240.869248201738,6.823499700483454,Very Low,26.766390833863777,40.909090909090914,53.190798,Relatively Moderate,31.5404201145767,65.9090909090909,2.6595399,182.0,7.367135206140039,3.252475110457693,0.0,0.0,0.0,96.0,3.5555555555555554,8.309043382113238,Idaho,4074,564224556
579,ID,Latah,37244,3236781000.0,77971000.0,1075.9201865167693,3.084229238301066,Very Low,2.864417568427753,2.272727272727273,52.611598,Relatively Low,24.538510502864412,54.54545454545455,2.6305799,70.0,3.888888887999999,3.562176473660529,0.0,0.0,0.0,75.0,2.7777777777777777,3.417683965126032,Idaho,4074,151732056
580,ID,Lemhi,7936,879126000.0,33281000.0,4563.811497501737,8.594225133747244,Relatively Low,45.32145130490134,56.81818181818183,51.704998,Relatively Low,16.072565245066837,36.36363636363637,2.5852499,1477.0,65.14649402048944,12.150530806759845,0.0,0.0,0.0,170.0,6.296296296296297,7.360409542531775,Idaho,4074,32331264
581,ID,Lewis,3821,365566000.0,37782000.0,478.808652763154,5.692032203614035,Very Low,16.072565245066837,27.272727272727273,52.130398,Relatively Low,19.764481222151492,43.18181818181817,2.6065199,217.0,8.074183107243833,7.799418967036196,0.0,0.0,0.0,104.0,3.8518518518518516,4.703438384336129,Idaho,4074,15566754
582,ID,Lincoln,5208,387139000.0,203089000.0,1201.4204153526375,8.68382419070583,Relatively Low,46.24443029917249,61.36363636363637,51.887398,Relatively Low,17.600254614894972,38.63636363636363,2.5943699,1631.0,90.61111111099999,18.032473011860123,0.0,0.0,0.0,90.0,3.3333333333333335,4.471514015197066,Idaho,4074,21217392
583,ID,Madison,37536,2246327000.0,157018000.0,469.25823678080593,5.867172767603228,Very Low,17.50477402928071,29.545454545454547,53.5108,Relatively Moderate,35.99618077657543,72.72727272727273,2.67554,1008.0,51.45317774837567,9.893328893844153,0.0,0.0,0.0,180.0,6.666666666666667,6.847627227937993,Idaho,4074,152921664
584,ID,Minidoka,20069,1557683000.0,354449000.0,757.0784749995079,11.564484979154082,Relatively Low,69.9236155315086,86.36363636363635,52.416,Relatively Low,22.62889879057925,47.72727272727273,2.6208,1183.0,63.756405913889495,24.953854814764505,0.0,0.0,0.0,114.0,4.222222222222222,10.029560622547223,Idaho,4074,81761106
585,ID,Nez Perce,39265,4180097000.0,74318000.0,848.2175215961954,4.96214880576692,Very Low,10.693825588796944,11.363636363636363,55.15960200000001,Relatively Moderate,56.619987269255255,95.45454545454544,2.7579801,217.0,8.767825171314934,7.774222151082021,0.0,0.0,0.0,90.0,3.3333333333333335,6.020254060413071,Idaho,4074,159965610
586,ID,Oneida,4286,426241000.0,36234000.0,1199.2095925979238,4.630936332872267,Very Low,8.625079567154678,6.818181818181817,54.32520000000001,Relatively Moderate,45.79885423297263,79.54545454545455,2.71626,1099.0,61.05555555499996,8.711748471471616,0.0,0.0,0.0,235.0,8.703703703703704,4.242806942496083,Idaho,4074,17461164
587,ID,Owyhee,11526,795468000.0,273376000.0,7668.062061631843,9.21614198713425,Relatively Low,51.082113303628255,65.9090909090909,48.6408,Very Low,2.323360916613622,4.545454545454546,2.43204,1785.0,98.299218820688,18.021969554553863,0.0,0.0,0.0,118.0,4.37037037037037,6.094723984569676,Idaho,4074,46956924
588,ID,Payette,22623,1782019000.0,167400000.0,406.885603091314,5.468447581168651,Very Low,13.844684914067471,22.727272727272727,53.00380200000001,Relatively Moderate,29.312539783577336,59.090909090909086,2.6501901,623.0,23.857204400954885,10.188244265998645,0.0,0.0,0.0,63.0,2.3333333333333335,8.068927307631128,Idaho,4074,92166102
589,ID,Power,7817,691118000.0,235442000.0,1403.8266868899425,8.638326863775958,Relatively Low,45.60789306174412,59.090909090909086,53.45059799999999,Relatively Moderate,35.136855506047105,70.45454545454545,2.6725299,1106.0,59.77118636544101,17.392803380349324,0.0,0.0,0.0,198.0,7.333333333333333,6.206307060949118,Idaho,4074,31846458
590,ID,Shoshone,12765,1365109000.0,215000.0,2631.949365208924,6.834468643766572,Very Low,26.893698281349455,43.18181818181817,50.654002000000006,Relatively Low,8.847867600254615,22.727272727272727,2.5327001,504.0,26.76105355444073,0.983242975748371,0.0,0.0,0.0,100.0,3.7037037037037037,6.246432977250562,Idaho,4074,52004610
591,ID,Teton,10170,1123561000.0,45339000.0,449.09883205152573,6.402551067626088,Very Low,22.056015276893696,34.090909090909086,52.744798,Relatively Low,26.44812221514959,56.81818181818183,2.6372399,763.0,42.38888888799998,7.850288769929175,0.0,0.0,0.0,255.0,9.444444444444445,6.818903185889431,Idaho,4074,41432580
592,ID,Twin Falls,77230,6885031000.0,680238000.0,1921.6329551721,13.277448570141363,Relatively Low,78.1031190324634,97.72727272727272,54.077200000000005,Relatively Moderate,43.06174411203055,75.0,2.70386,1463.0,76.90576191166558,29.52977696420518,0.0,0.0,0.0,141.0,5.222222222222222,10.68514287378381,Idaho,4074,314635020
593,ID,Valley,9862,2412617000.0,10541000.0,3664.927443657004,11.361833591417422,Relatively Low,68.4595798854233,81.81818181818183,50.9516,Relatively Low,10.152768936982811,27.272727272727273,2.54758,399.0,19.668300015721968,4.1864338285537,0.0,0.0,0.0,114.0,4.222222222222222,6.39190349611204,Idaho,4074,40177788
594,ID,Washington,10198,968678000.0,50246000.0,1453.0369609277955,6.771429735333689,Very Low,26.161680458306808,36.36363636363637,51.51199799999999,Relatively Low,14.64035646085296,34.090909090909086,2.5755999,693.0,20.61308708368364,9.949708829065168,0.0,0.0,0.0,75.0,2.7777777777777777,6.834813929188801,Idaho,4074,41546652
595,IL,Adams,67103,9276288000.0,269421000.0,855.2052299552732,11.28872061310356,Relatively Low,67.95035009548059,75.49019607843135,59.5718,Very High,96.69000636537237,97.05882352941178,2.97859,98.0,5.444444443999998,16.018777923885246,0.0,0.01,5.13572111866644,1936.0,71.70370370370371,12.490036753904896,Illinois,6400,429459200
596,IL,Alexander,8238,791288000.0,16618000.0,235.52103891398207,19.001812314836155,Relatively Moderate,92.45703373647356,97.05882352941178,50.574198,Relatively Low,8.338637810311903,1.96078431372549,2.5287099,119.0,4.356777951121999,9.403777062010786,1.0,0.011201055583748,4.082724312398117,2403.0,89.0,18.42245326378715,Illinois,6400,52723200
597,IL,Bond,17768,1801605000.0,84751000.0,380.27906021619754,7.068320329584976,Very Low,29.4080203691916,27.450980392156865,56.71780199999999,Relatively High,74.44302991725014,43.137254901960794,2.8358901,42.0,2.333333332999998,8.788201005870409,2.0,0.014778498597555,3.405444151034945,2337.0,86.55555555555556,9.094801260150922,Illinois,6400,113715200
598,IL,Boone,54165,6231196000.0,78416000.0,280.731900095364,5.945278262252668,Very Low,18.523233609166137,9.803921568627452,57.01439800000001,Relatively High,78.16677275620624,51.9607843137255,2.8507199,287.0,13.519848797302338,3.619743757348601,1.0,0.005984082340973,2.092722163225988,1545.0,57.22222222222222,11.771186915650834,Illinois,6400,346656000
599,IL,Brown,6937,666507000.0,49839000.0,305.60679055845804,0.721142055348886,Very Low,0.254614894971356,0.980392156862745,57.1904,Relatively High,79.63080840229154,56.862745098039206,2.85952,98.0,5.444444444000005,1.178041170724524,0.0,0.01,0.392655985970842,2219.0,82.18518518518519,1.0203519160277255,Illinois,6400,44396800
600,IL,Bureau,34978,4351804000.0,359973000.0,869.0329723109796,10.776631942913095,Relatively Low,64.09929980903883,69.60784313725489,58.02219799999999,Very High,87.84213876511777,79.41176470588233,2.9011099,231.0,12.629856824339754,18.0096728984669,0.0,0.01,5.756135629011721,1657.0,61.370370370370374,14.169112677408176,Illinois,6400,223859200
601,IL,Calhoun,5089,672738000.0,38671000.0,253.8245802873301,5.037674974019665,Very Low,11.07574793125398,4.901960784313726,56.34379799999999,Relatively High,70.52832590706556,37.25490196078432,2.8171899,91.0,5.055555555,7.630695444569519,0.0,0.008616354205656,2.320877912769916,2106.0,78.0,6.341856729781821,Illinois,6400,32569600
602,IL,Carroll,15387,2240263000.0,216845000.0,445.06281981427014,10.155631321164092,Relatively Low,59.19796308084023,62.74509803921568,55.623398,Relatively High,63.04901336728198,22.549019607843135,2.7811699,294.0,16.333333333000002,16.572854634214178,1.0,0.005995386349511,4.418728908808608,1675.0,62.03703703703704,15.356182840548861,Illinois,6400,98476800
603,IL,Cass,13642,1400769000.0,121877000.0,375.81944157507,8.447288918656755,Relatively Low,43.761935073201776,44.11764705882353,55.3616,Relatively High,59.51623169955442,20.588235294117645,2.76808,119.0,6.185666119933818,13.161963951947357,0.0,0.01,3.899233801579055,2317.0,85.81481481481481,12.825140998174412,Illinois,6400,87308800
604,IL,Champaign,201081,24536558000.0,375550000.0,996.0402947051593,14.016454726604936,Relatively Moderate,80.90388287714832,89.21568627450979,55.934000000000005,Relatively High,66.4863144493953,30.392156862745097,2.7967,42.0,2.18285872978242,15.085497209190809,3.0,0.016971896785895,5.796147406692176,2078.0,76.96296296296296,12.845205024879508,Illinois,6400,1286918400
605,IL,Christian,34800,3781320000.0,278717000.0,709.3770416315161,9.246450665017278,Relatively Low,51.336728198599616,54.90196078431373,56.8822,Relatively High,76.76639083386378,47.05882352941176,2.84411,49.0,2.461888865439837,12.864292152755256,1.0,0.012470941922666,5.314211757162019,2286.0,84.66666666666667,11.315332632115059,Illinois,6400,222720000
606,IL,Clark,16335,2013175000.0,163309000.0,501.4217113780079,8.129204866901858,Relatively Low,40.42011457670274,41.17647058823529,55.7824,Relatively High,64.73583704646721,27.450980392156865,2.78912,49.0,2.550025064013308,14.039651610608049,3.0,0.017719133405614,5.133229055853056,2078.0,76.96296296296296,9.319998160777022,Illinois,6400,104544000
607,IL,Clay,13815,1429772000.0,116114000.0,468.3258290223539,8.455316863007848,Relatively Low,43.9528962444303,46.07843137254902,56.36619999999999,Relatively High,70.68746021642265,38.23529411764706,2.81831,42.0,2.333333333,11.778794650366171,1.0,0.011966836214196,4.075706200482635,2079.0,77.0,11.36877767743881,Illinois,6400,88416000
608,IL,Clinton,37762,4256328000.0,246971000.0,474.0652626655965,7.488579412591091,Very Low,33.672819859961805,33.33333333333333,58.838802,Very High,93.06174411203057,87.25490196078432,2.9419401,42.0,2.333333332999999,9.001594548333017,2.0,0.01490848858791,3.629314259672485,2171.0,80.4074074074074,8.325261481027946,Illinois,6400,241676800
609,IL,Coles,53873,6040405000.0,133942000.0,508.2875269495845,12.763903648145847,Relatively Low,75.93889242520686,81.37254901960785,56.4782,Relatively High,72.0560152768937,40.196078431372555,2.82391,42.0,2.333333333000002,15.722769619945645,3.0,0.017952247022919,5.464519469778396,1991.0,73.74074074074075,12.762401820337764,Illinois,6400,344787200
610,IL,Cook,5194675,655385994000.0,19690000.0,944.968893968913,44.29976396088188,Very High,99.58625079567153,100.0,54.735598,Relatively Moderate,50.92297899427116,10.784313725490197,2.7367799,189.0,4.918446139915873,2.819162729694359,0.0,0.006671468966375,10.053292456847688,1680.0,62.22222222222222,44.61173836245,Illinois,6400,33245920000
611,IL,Crawford,19817,2103796000.0,108442000.0,443.63310148286,6.879012947642043,Very Low,27.307447485677912,24.509803921568626,56.87520000000001,Relatively High,76.67091024824953,46.07843137254902,2.84376,70.0,2.962586429671921,8.602762688270024,0.0,0.01324440322442,3.260539379474757,2051.0,75.96296296296296,8.991335758387335,Illinois,6400,126828800
612,IL,Cumberland,11048,1130182000.0,120625000.0,346.0258042968738,6.373841296628147,Very Low,21.801400381922345,12.745098039215684,56.205,Relatively High,69.31890515595163,34.31372549019608,2.81025,42.0,2.333333333000001,11.11974381938575,3.0,0.017952247022919,4.087949060052781,2106.0,78.0,8.466011188092036,Illinois,6400,70707200
613,IL,DeKalb,105160,12728401000.0,384186000.0,631.3603039399039,9.72486212065244,Relatively Low,55.76066199872693,58.82352941176471,56.91820200000001,Relatively High,77.24379376193507,49.01960784313725,2.8459101,217.0,11.55810197468326,7.253244311096609,0.0,0.008823604417321,4.619542801540367,1743.0,64.55555555555556,16.28626276717354,Illinois,6400,673024000
614,IL,De Witt,16561,1974278000.0,120393000.0,397.5474439807519,6.482646623885493,Very Low,23.16995544239338,14.705882352941178,59.836202,Very High,97.51750477402928,99.01960784313727,2.9918101,91.0,4.644965102835897,9.9592976639723,0.0,0.01031190371684,3.273099201331501,2280.0,84.44444444444444,8.300787006402889,Illinois,6400,105990400
615,IL,Douglas,19980,2295422000.0,159533000.0,416.66451848438413,8.480135228593623,Relatively Low,44.143857415658815,47.05882352941176,57.841402,Very High,86.40992998090387,75.49019607843135,2.8920701,42.0,2.333333333,13.67208723682008,3.0,0.017952247022919,4.926072623918305,1917.0,71.0,11.404489132434716,Illinois,6400,127872000
616,IL,DuPage,916924,140714406000.0,3879000.0,327.49602220950413,12.044386947888002,Relatively Low,72.91534054742203,78.43137254901961,55.6842,Relatively High,63.621896880967526,23.52941176470588,2.78421,189.0,7.348662527107956,0.852090232190361,0.0,0.01,2.439059622296758,1775.0,65.74074074074075,16.913213864540545,Illinois,6400,5868313600
617,IL,Edgar,18576,2170322000.0,0.0,623.3741597471502,7.331871339575459,Very Low,32.04964990451941,30.392156862745097,55.352002000000006,Relatively High,59.3252705283259,19.607843137254903,2.7676001,42.0,2.333333333000001,0.0,3.0,0.01793138712396,1.668374713712842,2044.0,75.70370370370371,12.472976171347174,Illinois,6400,118886400
618,IL,Edwards,6721,690192000.0,61064000.0,222.41869032399984,5.901640133156267,Very Low,17.85486950986633,8.823529411764707,55.906000000000006,Relatively High,66.13621896880969,29.411764705882355,2.7953,77.0,4.218345180068157,10.156382580619567,1.0,0.005984082340973,2.448989865084476,2115.0,78.33333333333333,8.768651346187507,Illinois,6400,43014400
619,IL,Effingham,34242,4288785000.0,195062000.0,478.777159195218,7.990114588550584,Very Low,38.70146403564608,40.196078431372555,59.5434,Very High,96.53087205601528,96.078431372549,2.97717,42.0,2.333333332999998,10.726011838526928,3.0,0.014172595957488,3.943292067192415,2173.0,80.48148148148148,10.51900809621297,Illinois,6400,219148800
620,IL,Fayette,22140,2206142000.0,164932000.0,716.484694507404,6.744737577721713,Very Low,25.8115849777212,22.549019607843135,57.79660200000001,Very High,85.90070019096117,74.50980392156862,2.8898301,42.0,2.333333332999998,9.581852705120529,3.0,0.017573547142719,4.064788199238148,2313.0,85.66666666666667,8.245882005051149,Illinois,6400,141696000
621,IL,Ford,14081,1837165000.0,190738000.0,485.6080985592364,7.139582735048315,Very Low,30.108211330362828,28.431372549019606,58.712202000000005,Very High,92.45703373647356,86.27450980392157,2.9356101,63.0,2.548676439740549,11.294687226200018,0.0,0.010463135692059,4.612733180720788,2150.0,79.62962962962963,10.604890890869482,Illinois,6400,90118400
622,IL,Franklin,39561,3815229000.0,83714000.0,408.8901655244039,13.858894222311662,Relatively Moderate,80.39465308720558,88.23529411764707,55.067602,Relatively Moderate,55.34691279439847,15.68627450980392,2.7533801,77.0,3.862559428242251,9.008405919935193,2.0,0.011965905069059,4.390264711645966,2069.0,76.62962962962963,17.155258807555807,Illinois,6400,253190400
623,IL,Fulton,37069,3828807000.0,220374000.0,865.594657938887,9.826779573973765,Relatively Low,56.619987269255255,59.803921568627445,56.7518,Relatively High,75.11139401654995,45.09803921568628,2.83759,224.0,8.422895711420939,6.322763139849933,0.0,0.01,4.692307079531981,1818.0,67.33333333333333,13.803734819309572,Illinois,6400,237241600
624,IL,Gallatin,5589,558842000.0,92389000.0,323.07083305592045,8.29344132569336,Relatively Low,41.97963080840229,42.15686274509804,54.014802,Relatively Moderate,42.234245703373645,8.823529411764707,2.7007401,126.0,7.000000000000006,9.397842413177669,1.0,0.006162297011563,3.620566179099861,2419.0,89.5925925925926,10.622664912589268,Illinois,6400,35769600
625,IL,Greene,13886,1477213000.0,183352000.0,543.0189945203342,7.015078976935395,Very Low,28.73965626989179,26.47058823529412,57.441402,Relatively High,82.39974538510502,64.70588235294117,2.8720701,63.0,3.499999999999999,10.46983308224843,0.0,0.009646063610509,4.219993459865519,2096.0,77.62962962962963,8.845019535816817,Illinois,6400,88870400
626,IL,Grundy,50063,6157422000.0,135462000.0,418.086787363806,6.384084962796168,Very Low,21.928707829408015,13.725490196078432,60.549598,Very High,98.7269255251432,100.0,3.0274799,77.0,3.04950078855562,2.119747316667263,0.0,0.01,2.543229724431879,2099.0,77.74074074074075,9.764121095324867,Illinois,6400,320403200
627,IL,Hamilton,8457,780110000.0,86246000.0,434.66600531329624,5.897618342544161,Very Low,17.759388924252068,7.84313725490196,55.232602,Relatively Moderate,57.63844684914068,16.666666666666664,2.7616301,77.0,3.301068373066523,7.176448382352396,1.0,0.011968164681946,3.402858969226791,2040.0,75.55555555555556,7.937443184503098,Illinois,6400,54124800
628,IL,Hancock,19104,2297727000.0,320248000.0,793.7255440137321,8.596723092300643,Relatively Low,45.35327816677275,48.03921568627451,55.693202,Relatively High,63.685550604710365,24.509803921568626,2.7846601,98.0,5.444444444000003,13.828806748822329,0.0,0.01,5.532074479879691,1854.0,68.66666666666667,12.501166449904133,Illinois,6400,122265600
629,IL,Hardin,4320,362057000.0,0.0,177.48982839086787,7.187176751375687,Very Low,30.553787396562697,29.411764705882355,49.243598000000006,Very Low,3.309993634627626,0.980392156862745,2.4621799,140.0,6.353748193381036,0.0,0.0,0.005958355369521,0.855097768031283,2496.0,92.44444444444444,11.514371961205763,Illinois,6400,27648000
630,IL,Henderson,7331,826318000.0,122332000.0,378.8717431367263,7.695588498229747,Very Low,35.741565881604075,36.27450980392157,54.518600000000006,Relatively Moderate,48.50413749204328,9.803921568627452,2.72593,224.0,11.96648009419772,13.061789367696694,0.0,0.01,4.43153621264619,1792.0,66.37037037037037,10.581153041741654,Illinois,6400,46918400
631,IL,Henry,50486,6034528000.0,352993000.0,822.9965184894457,10.874468753648044,Relatively Low,64.92679821769573,71.56862745098039,58.255,Very High,89.78357733927433,83.33333333333334,2.91275,231.0,12.713558638669731,14.94586962314106,0.0,0.009857147474133,4.713219722166547,1635.0,60.55555555555556,14.854671773290491,Illinois,6400,323110400
632,IL,Iroquois,29718,3699624000.0,420538000.0,1117.2945239395413,8.448249109231535,Relatively Low,43.7937619350732,45.09803921568628,57.463998,Relatively High,82.81349458943347,65.68627450980392,2.8731999,49.0,0.352872786655455,1.117507721333514,2.0,0.013552292631586,7.029275566147744,2075.0,76.85185185185185,13.33040864090744,Illinois,6400,190195200
633,IL,Jackson,60218,6447035000.0,87174000.0,584.0716333011147,15.266668939364935,Relatively Moderate,85.32781667727562,92.15686274509807,54.006600000000006,Relatively Moderate,42.17059197963081,7.84313725490196,2.70033,77.0,4.277777776999995,8.10729194829357,2.0,0.011968164681946,4.18766686177472,2159.0,79.96296296296296,21.06749579616651,Illinois,6400,385395200
634,IL,Jasper,9698,1026651000.0,165883000.0,494.51483771975217,5.682577975398709,Very Low,16.008911521324,6.862745098039216,57.48199999999999,Relatively High,83.00445576066198,67.64705882352942,2.8741,42.0,2.333333332999999,10.029860860991151,1.0,0.013769305831365,3.359465680729459,2069.0,76.62962962962963,7.884568556367903,Illinois,6400,62067200
635,IL,Jefferson,38827,3988561000.0,94625000.0,571.1662523298198,11.243958628642892,Relatively Low,67.63208147676639,73.52941176470588,55.794602,Relatively High,64.83131763208148,28.431372549019606,2.7897301,42.0,2.333333333000001,8.183724512146231,2.0,0.011968164681945,3.729706050569826,2155.0,79.81481481481481,15.92657094994588,Illinois,6400,248492800
636,IL,Jersey,22985,2559662000.0,82076000.0,369.28073702332216,7.971843604793582,Very Low,38.35136855506048,39.21568627450981,56.6918,Relatively High,74.06110757479313,42.15686274509804,2.83459,63.0,2.678200164005843,9.358862425278645,0.0,0.006228822462403,2.743404993885366,2070.0,76.66666666666667,10.753487996512636,Illinois,6400,147104000
